transaction_id,original_timestamp,bin_country,card_type,card_network,issuing_bank,invoice_amount_usd,day_of_month,day_of_week,hour_of_day,is_payday_proximity,is_banking_settlement_window,current_gateway,retry_attempt_number,elapsed_days_since_first_decline,decline_code,retry_success
3631d29d-c69a-4eec-980b-40e4554b1e2e,2026-09-09T08:08:14.211287,IN,debit,mastercard,hdfc_bank,149.0,15,5,11,0,1,cashfree,3,4.59,insufficient_funds,0
7df7e097-2420-427e-b513-3d613498f349,2026-09-08T08:16:36.688975,IN,debit,visa,kotak_mahindra,1499.0,12,1,21,0,0,billdesk,2,2.4545,bank_server_down,0
f25bd2a0-90d5-41a6-bb05-fad70edb6dd7,2026-09-14T13:49:03.034539,IN,upi,upi_autopay,sbi,690.0,30,5,20,1,0,billdesk,2,2.0909,insufficient_funds,1
1366fab9-0efc-426d-95fa-a7e3cf186095,2026-08-19T01:37:05.314582,IN,upi,upi_autopay,hdfc_bank,690.0,21,1,17,0,0,razorpay,4,8.8675,insufficient_funds,0
c5017d6a-9239-42c3-b857-e842858bedc8,2026-09-06T18:04:45.767573,IN,credit,rupay,hdfc_bank,149.0,6,3,12,0,1,razorpay,2,3.957,insufficient_funds,0
e980e373-b263-479d-bc81-9d89da8e3760,2026-08-23T07:24:08.373649,IN,debit,visa,sbi,89.0,30,5,22,1,0,billdesk,4,9.7918,do_not_honor,0
d87555dd-ea45-4ae3-9d55-e5926dd10898,2026-09-10T21:17:58.964514,IN,credit,rupay,icici_bank,999.0,22,2,1,0,0,billdesk,2,1.0498,insufficient_funds,0
612380f0-a519-40da-b340-ed464ac12ef2,2026-08-31T09:29:13.873780,IN,debit,rupay,sbi,1499.0,2,6,10,1,1,payu,3,6.3785,network_error,0
978d5c10-0731-4848-ac36-eb87e2db6056,2026-08-17T17:47:59.493875,IN,upi,upi_autopay,axis_bank,999.0,3,1,18,1,0,billdesk,3,5.776,upi_mandate_revoked,0
481cfc60-b6a0-4c8d-9904-5f2520665d47,2026-08-30T21:19:02.236896,IN,upi,upi_autopay,gpay,149.0,11,1,20,0,0,razorpay,3,3.9435,insufficient_funds,0
41598308-77c9-4035-b19e-1ae7bd1bc1a7,2026-09-08T07:29:50.298739,IN,upi,upi_autopay,phonepe,149.0,29,5,14,1,0,payu,3,6.2102,card_velocity_exceeded,0
2aa1180b-23ae-4a1f-ad84-5ace7b5e810a,2026-08-19T03:38:53.040082,IN,upi,upi_autopay,icici_bank,149.0,5,1,23,1,0,payu,4,13.8156,processing_error,0
a94d0649-7f1e-4605-b12d-326166eadafc,2026-09-06T19:21:10.729405,IN,debit,mastercard,hdfc_bank,1499.0,19,3,18,0,0,billdesk,1,0.0203,bank_server_down,1
e59f6c32-84d9-4815-a5dd-6f5fab86615b,2026-09-02T06:02:38.384887,IN,debit,rupay,axis_bank,1499.0,8,1,16,1,0,cashfree,2,1.7514,card_velocity_exceeded,1
527378f0-8362-4aa3-a97f-7ee1b0a5e9f7,2026-09-08T17:02:47.208331,IN,upi,upi_autopay,gpay,1499.0,25,0,3,0,0,cashfree,3,5.5132,bank_server_down,0
d4bb396e-eb5b-4e81-8f75-3c0e54502665,2026-09-02T22:13:15.668960,IN,upi,upi_autopay,axis_bank,690.0,6,6,21,0,0,cashfree,3,3.218,insufficient_funds,0
bb7bbdb1-9a28-49f8-be24-c78b30675eef,2026-09-02T21:30:02.870219,IN,upi,upi_autopay,gpay,999.0,13,4,14,0,0,billdesk,1,0.0394,insufficient_funds,1
0962178d-1158-4feb-8f18-46644578bb61,2026-08-27T19:40:27.578193,IN,upi,upi_autopay,phonepe,149.0,28,0,21,1,0,cashfree,1,0.3673,stolen_card,0
2bcacf38-0680-4199-8ac1-fbb409f04a53,2026-08-25T18:57:11.943113,IN,credit,visa,hdfc_bank,690.0,18,6,8,0,0,payu,1,0.961,bank_server_down,0
a0fe5c54-8f3b-4d8f-bc69-46477cb4526f,2026-09-02T01:58:59.187386,IN,upi,upi_autopay,phonepe,1499.0,11,0,9,0,1,razorpay,3,3.6831,upi_mandate_revoked,0
2781e723-b0f8-4b40-920f-4de79dc86c96,2026-08-12T22:53:20.428012,IN,upi,upi_autopay,hdfc_bank,999.0,15,0,23,0,0,billdesk,4,10.5794,insufficient_funds,0
8a13f7c4-8eec-4850-a1ac-c7303d70888b,2026-09-03T13:11:52.457374,IN,credit,visa,axis_bank,999.0,17,6,5,0,0,cashfree,1,0.0283,network_error,1
2e892b8b-6d51-4a7e-8949-b795e27bbee7,2026-09-03T13:37:22.757573,IN,credit,mastercard,sbi,89.0,21,2,20,0,0,payu,1,0.0112,bank_server_down,0
71b4008c-bf75-4408-a126-efb42542af2b,2026-08-23T09:46:30.757465,IN,debit,visa,icici_bank,149.0,7,1,11,1,1,razorpay,2,3.5261,insufficient_funds,0
7412559b-1c02-42a1-a8e2-9960a1cf762f,2026-08-20T06:50:25.677043,IN,upi,upi_autopay,sbi,89.0,18,6,16,0,0,payu,2,1.9689,do_not_honor,0
73a1987b-5ea9-428d-90a4-d8fecb3061ce,2026-08-21T05:39:58.600056,IN,upi,upi_autopay,sbi,1499.0,16,0,3,0,0,razorpay,1,0.6996,bank_server_down,0
86c4e993-d90b-4eaf-ac76-3604a008a5ce,2026-09-08T15:28:07.583862,IN,upi,upi_autopay,hdfc_bank,149.0,29,6,9,1,1,payu,2,2.9806,processing_error,1
f06974a1-352d-4409-b3de-68391d780293,2026-09-14T18:18:56.225314,IN,debit,rupay,icici_bank,149.0,8,4,2,1,0,billdesk,2,1.4759,do_not_honor,0
dbce5a24-6a17-450b-a94e-8e5e4904473c,2026-08-18T01:07:09.468192,IN,upi,upi_autopay,sbi,149.0,16,6,2,0,0,payu,2,2.4225,insufficient_funds,0
36ff4463-feb8-43de-8a61-079c7ede73da,2026-09-03T02:54:50.540578,IN,upi,upi_autopay,sbi,89.0,5,1,21,1,0,cashfree,1,1.4288,bank_server_down,0
39a3d59c-70db-4c75-9729-12993f2e563a,2026-08-27T16:26:25.026456,IN,upi,upi_autopay,paytm,149.0,18,1,8,0,0,billdesk,3,6.2935,insufficient_funds,0
fcf94455-c7b2-4107-a88a-1dd78d725da2,2026-08-19T05:18:30.621240,IN,credit,rupay,sbi,149.0,20,3,6,0,0,billdesk,2,2.7201,network_error,1
9f865935-7963-4a57-9435-f31fd508d7ca,2026-09-09T06:14:32.562297,IN,credit,visa,icici_bank,149.0,23,1,22,0,0,cashfree,1,0.1971,card_velocity_exceeded,0
67daa910-96fe-4756-a37d-385a79d92cf4,2026-08-21T18:23:03.435510,IN,upi,upi_autopay,axis_bank,999.0,21,2,14,0,0,billdesk,1,1.0543,insufficient_funds,0
ea6f09d1-f8f4-468c-a4f4-ee922e8fbf4b,2026-09-05T09:25:04.943794,IN,upi,upi_autopay,axis_bank,89.0,15,0,7,0,0,cashfree,3,6.6754,bank_server_down,0
d02f0739-fbe5-4fc3-af59-e2b37614c601,2026-09-01T03:18:06.310746,IN,prepaid,visa,kotak_mahindra,1499.0,19,4,7,0,0,billdesk,1,0.0179,insufficient_funds,0
680e1ce6-ac64-4d1a-8f49-6bb28eb8c302,2026-09-11T21:38:40.643912,IN,credit,rupay,sbi,999.0,23,5,1,0,0,cashfree,1,0.0386,upi_mandate_revoked,0
46da024f-4aaa-4b77-8b75-13e5f1e5410d,2026-09-01T22:36:33.290296,IN,upi,upi_autopay,gpay,89.0,28,2,2,1,0,razorpay,1,1.442,bank_server_down,0
05cbad5c-30c6-4055-a29a-f48953caba1e,2026-09-14T19:40:52.595736,IN,debit,rupay,axis_bank,999.0,16,1,17,0,0,billdesk,1,0.0193,stolen_card,0
88c02365-9162-4c94-be3e-f03527333293,2026-08-21T15:46:08.616923,IN,debit,visa,kotak_mahindra,149.0,30,4,18,1,0,payu,4,13.9715,do_not_honor,0
f7be8de6-a95b-494b-9372-75f51b7a636f,2026-09-11T19:01:57.636626,IN,credit,mastercard,axis_bank,149.0,26,3,13,0,1,payu,2,1.3034,upi_mandate_revoked,0
316de82d-bd88-4fe4-ae4f-0abc537f578e,2026-09-06T10:47:05.572385,IN,upi,upi_autopay,phonepe,149.0,14,2,13,0,1,payu,1,0.0263,insufficient_funds,0
b29bac39-e687-45bd-80d2-378fe37141d6,2026-08-15T16:56:16.782319,IN,upi,upi_autopay,gpay,89.0,28,5,1,1,0,razorpay,4,13.902,issuer_unavailable,0
d2081ac9-7900-4426-9fe8-40d88d48ee0b,2026-08-27T06:05:50.215954,IN,debit,rupay,kotak_mahindra,149.0,4,0,12,1,1,payu,1,0.7082,insufficient_funds,1
07ed34fb-3a76-4e73-8ab4-e1f1fa90808f,2026-09-08T14:22:24.730868,IN,credit,visa,kotak_mahindra,690.0,26,6,3,0,0,cashfree,2,2.7501,upi_mandate_revoked,0
e1aae126-be0b-47c2-bd59-47af59b91cad,2026-09-13T06:26:51.572637,IN,upi,upi_autopay,phonepe,690.0,15,1,13,0,1,payu,1,0.0354,insufficient_funds,0
ebc5379f-5fe7-4646-8936-045062f330d2,2026-09-01T14:33:53.023892,IN,credit,mastercard,sbi,999.0,15,1,2,0,0,billdesk,2,3.9079,bank_server_down,0
5404a238-ed13-451f-90ba-1033bef35895,2026-09-12T03:00:57.783444,IN,debit,rupay,hdfc_bank,690.0,28,6,17,1,0,billdesk,2,3.7458,do_not_honor,0
5c8e8a7b-d98d-4a14-9b8e-c184e46f27cf,2026-08-19T23:45:03.874359,IN,upi,upi_autopay,sbi,999.0,18,6,0,0,0,payu,1,0.7492,bank_server_down,0
b49aa795-7d74-4e0b-80a5-4f92a9253ae1,2026-09-12T17:20:16.439090,IN,upi,upi_autopay,cred,149.0,30,6,7,1,0,billdesk,2,1.0969,insufficient_funds,0
cf2d9bbe-b8af-4db7-8774-19aedada90e4,2026-08-14T23:40:25.662358,IN,upi,upi_autopay,sbi,49999.0,16,1,12,0,1,cashfree,3,7.749,rbi_afa_limit_exceeded,0
40731e99-d941-4f8d-a153-d6dcf9195f0d,2026-08-21T23:45:47.091638,IN,credit,mastercard,hdfc_bank,89.0,1,3,8,1,0,razorpay,1,0.023,network_error,1
f691df23-92b1-41eb-ae16-8286f215872c,2026-08-29T22:14:37.728181,IN,debit,visa,hdfc_bank,999.0,26,3,9,0,1,cashfree,3,7.1916,fraudulent,0
ec4cda13-c7c0-4189-9c9f-2f31b90cf3d8,2026-08-26T05:06:48.128741,IN,credit,visa,sbi,1499.0,31,5,17,1,0,cashfree,2,3.7395,insufficient_funds,0
ea87aa38-5b0e-4580-96b0-25fca1ac2ecc,2026-08-19T07:28:54.446046,IN,upi,upi_autopay,hdfc_bank,1499.0,7,2,6,1,0,razorpay,1,1.4357,do_not_honor,0
8a09c8bf-c630-47b0-9226-3cd9f49c4134,2026-09-08T14:28:29.404403,IN,upi,upi_autopay,icici_bank,999.0,18,0,23,0,0,billdesk,1,0.7974,network_error,1
6c835f5b-7c7a-4daa-bd29-293bba2561c3,2026-09-14T01:42:54.835819,IN,debit,mastercard,kotak_mahindra,149.0,16,4,16,0,0,cashfree,1,0.0142,insufficient_funds,0
a61f42a3-30a9-4943-96aa-cc127d6dd727,2026-08-20T07:50:55.316427,IN,upi,upi_autopay,axis_bank,1499.0,31,4,2,1,0,payu,2,3.9414,network_error,0
fa1f7fa1-4bf3-4bdc-8e92-5910b5f541bc,2026-08-24T13:40:13.711398,IN,debit,visa,sbi,1499.0,3,4,2,1,0,razorpay,3,4.9827,upi_mandate_revoked,0
7131629a-a15d-4774-9fab-9eff9d98e1eb,2026-09-01T10:18:43.458819,IN,debit,mastercard,sbi,1499.0,4,4,7,1,0,billdesk,1,0.0115,generic_decline,0
983ea3ae-1933-4b79-aed4-759e9209b2c8,2026-09-01T06:49:38.225045,IN,upi,upi_autopay,icici_bank,149.0,3,3,21,1,0,cashfree,1,0.0141,insufficient_funds,1
c4ff5b32-a68b-4d32-8423-cfeee51a826c,2026-09-07T02:30:49.311696,IN,upi,upi_autopay,sbi,690.0,17,2,8,0,0,cashfree,3,5.5762,network_error,0
254896fb-3a03-42db-81c6-d309e53c9bc4,2026-09-14T12:49:43.436851,IN,upi,upi_autopay,phonepe,149.0,8,2,12,1,1,payu,1,0.3478,insufficient_funds,1
82b105f5-05bf-4daf-944c-70f1254cc543,2026-09-17T23:29:46.816843,IN,upi,upi_autopay,sbi,149.0,15,2,2,0,0,payu,1,0.5502,bank_server_down,0
a2397308-bb8d-45a6-a6d7-298cf3037494,2026-09-02T04:36:31.636552,IN,upi,upi_autopay,icici_bank,89.0,19,0,2,0,0,billdesk,1,0.4876,do_not_honor,0
ac36db6a-c807-48fa-874a-abf6182cfa54,2026-08-22T06:23:58.457518,IN,upi,upi_autopay,sbi,999.0,5,2,2,1,0,payu,1,1.1639,insufficient_funds,0
7cee3375-8483-42ac-a030-d0e9130c3f10,2026-08-31T02:30:52.064073,IN,upi,upi_autopay,sbi,999.0,12,2,5,0,0,cashfree,3,5.5584,insufficient_funds,0
b9137dfc-a9f7-4104-bd39-249b59286147,2026-08-29T21:52:34.382240,IN,upi,upi_autopay,icici_bank,1499.0,18,5,9,0,1,razorpay,2,1.5469,bank_server_down,0
73d1bb96-722f-479c-af52-4e0f1cb5ba32,2026-09-15T12:52:50.317442,IN,upi,upi_autopay,icici_bank,89.0,26,5,16,0,0,razorpay,2,3.0373,insufficient_funds,0
5edb35b2-f9e5-41a1-9192-10bae37c8422,2026-08-19T17:16:21.613438,IN,credit,rupay,icici_bank,999.0,27,4,9,0,1,razorpay,2,2.1363,insufficient_funds,1
0d2bebf0-f76d-4892-b4b4-7826ef8c8e57,2026-09-15T07:58:57.541732,IN,debit,rupay,sbi,149.0,29,1,8,1,0,razorpay,1,0.0132,network_error,1
8e58a8d4-91db-4175-9780-6a986008ec09,2026-09-10T07:39:50.305484,IN,upi,upi_autopay,sbi,149.0,18,1,8,0,0,cashfree,1,0.0367,insufficient_funds,0
e6366dfa-9a93-47b0-a61c-24bb7916321d,2026-08-30T17:46:49.871767,IN,upi,upi_autopay,cred,89.0,11,1,21,0,0,payu,1,0.0407,do_not_honor,0
89fbf79a-cb9c-416a-8dc7-f2bafb42ee81,2026-09-08T20:17:05.076652,IN,credit,rupay,sbi,89.0,9,4,15,1,0,cashfree,2,2.4299,insufficient_funds,0
3951c468-c7c3-439a-a97c-54b6d6935c30,2026-09-05T20:10:32.067497,IN,upi,upi_autopay,axis_bank,1499.0,2,0,20,1,0,billdesk,1,0.2608,lost_card,0
9c5ada80-47fb-4b90-b147-3095407485c3,2026-08-30T16:06:06.381166,IN,debit,rupay,sbi,15999.0,11,6,4,0,0,razorpay,1,0.0244,rbi_afa_limit_exceeded,0
5e5d9f25-d840-4721-8eac-e22c023b78d6,2026-09-02T06:33:02.424276,IN,debit,rupay,sbi,1499.0,9,1,23,1,0,cashfree,2,3.2807,upi_mandate_revoked,0
5c787fc2-0522-4ee4-963b-2c951396be91,2026-09-15T03:29:10.858395,IN,credit,mastercard,hdfc_bank,690.0,18,0,3,0,0,billdesk,1,1.4061,bank_server_down,0
0946a54a-31d4-40b4-82e8-76138c67157c,2026-08-29T21:58:19.083747,IN,upi,upi_autopay,gpay,149.0,29,5,4,1,0,billdesk,2,3.5255,bank_server_down,0
5f013abe-e3e7-4d97-a259-f17c821bc934,2026-09-04T22:16:04.536648,IN,upi,upi_autopay,sbi,690.0,19,4,4,0,0,razorpay,1,0.9873,insufficient_funds,0
94b62e9e-a002-4445-8f7c-e942d65fd73e,2026-08-20T22:29:01.329443,IN,credit,rupay,axis_bank,15999.0,10,2,1,1,0,billdesk,2,1.9041,rbi_afa_limit_exceeded,0
df95a490-c3c9-4a9a-8a69-faec526c8177,2026-09-08T04:20:45.497912,IN,debit,mastercard,sbi,999.0,8,5,3,1,0,payu,1,0.0173,upi_mandate_revoked,0
022e59be-c4b4-4426-97af-725fcd7a62f0,2026-08-17T23:50:12.454587,IN,debit,rupay,axis_bank,89.0,18,6,13,0,1,cashfree,2,2.6004,bank_server_down,0
7f83d93c-f36e-4690-843e-aeccafb3aafa,2026-08-20T03:16:03.380956,IN,upi,upi_autopay,hdfc_bank,1499.0,30,1,5,1,0,cashfree,1,0.3864,insufficient_funds,0
22e456ea-df58-4e67-922a-346fb93b13ff,2026-09-12T18:31:12.422057,IN,debit,rupay,sbi,89.0,29,3,0,1,0,razorpay,1,0.6562,do_not_honor,0
45d1553a-ad7f-4b0d-a022-967d708d388d,2026-08-22T14:14:04.036007,IN,debit,visa,axis_bank,1499.0,30,2,13,1,1,cashfree,2,3.1485,insufficient_funds,1
96548a3b-411a-4b09-b1c5-8d4ef34c7586,2026-09-06T23:06:14.891407,IN,upi,upi_autopay,hdfc_bank,149.0,28,5,7,1,0,cashfree,2,3.8419,stolen_card,0
179fb82e-d4f3-45ba-81a0-33257e35cc9e,2026-09-06T00:37:09.464765,IN,upi,upi_autopay,icici_bank,690.0,26,5,3,0,0,billdesk,2,1.3066,upi_mandate_revoked,0
28aa76be-0da3-44c7-8576-318e0c104d6d,2026-08-25T06:39:59.739167,IN,debit,visa,axis_bank,690.0,16,1,6,0,0,razorpay,1,0.0333,insufficient_funds,1
0571c18c-e2f0-4b10-a8e7-654d52003bc6,2026-08-20T12:45:53.582558,IN,credit,mastercard,sbi,999.0,15,2,9,0,1,payu,3,4.6607,bank_server_down,0
6c985e5c-45cb-40bd-ba70-c2f2f72e0351,2026-09-12T10:44:58.661150,IN,debit,visa,hdfc_bank,999.0,8,0,21,1,0,razorpay,1,0.5669,network_error,0
2364b08d-0b61-4ce0-973f-ba0b8811b073,2026-08-09T16:37:15.712652,IN,upi,upi_autopay,hdfc_bank,149.0,11,2,2,0,0,payu,4,11.1095,processing_error,0
2ff6ff97-2822-4870-b8a2-5e79f95d66a5,2026-08-24T23:45:15.791149,IN,upi,upi_autopay,icici_bank,1499.0,9,2,20,1,0,razorpay,4,9.5368,insufficient_funds,0
e1b13a74-d936-49e1-b801-d4ad74693d6f,2026-09-06T04:51:17.122275,IN,upi,upi_autopay,axis_bank,89.0,22,6,17,0,0,billdesk,2,2.6719,insufficient_funds,0
6772a422-99e7-446c-8b91-3c2930d47525,2026-09-11T19:43:35.823054,IN,upi,upi_autopay,hdfc_bank,89.0,1,0,8,1,0,payu,2,1.6297,insufficient_funds,0
4cc8d472-e357-43e3-90f0-7c1894e431a8,2026-08-30T19:29:05.838568,IN,debit,rupay,sbi,999.0,9,0,3,1,0,payu,1,1.0997,insufficient_funds,0
779a5d0a-6813-4941-8f96-89bee63a1489,2026-08-28T23:40:16.305669,IN,debit,visa,hdfc_bank,999.0,12,5,10,0,1,billdesk,3,7.7306,bank_server_down,0
9abb9a76-f6a7-4823-b0b5-bb55df28bae0,2026-08-15T11:43:33.560272,IN,upi,upi_autopay,hdfc_bank,999.0,17,0,12,0,1,billdesk,3,7.335,network_error,0
38b4ebc4-9ed7-499e-a609-6cbf73baf89d,2026-08-24T15:39:28.382597,IN,debit,rupay,sbi,1499.0,7,2,1,1,0,razorpay,3,3.8927,insufficient_funds,0
6b4ffa6f-a60f-4f0b-88c6-7730887cae39,2026-08-15T14:12:38.405471,IN,credit,visa,sbi,149.0,1,4,17,1,0,cashfree,4,13.6109,insufficient_funds,0
1b8bdb01-7049-4e08-b94e-4c85b386f3a0,2026-09-07T12:40:22.647218,IN,credit,rupay,sbi,1499.0,24,5,6,0,0,razorpay,1,0.354,bank_server_down,0
7b8600ec-f3b0-4639-9554-4fde883b5a35,2026-08-26T07:10:10.730054,IN,upi,upi_autopay,kotak_mahindra,149.0,3,5,10,1,1,payu,3,4.8153,issuer_unavailable,1
eee0c6e6-b28f-4f55-8e68-b02259a54982,2026-09-02T04:00:44.689833,IN,upi,upi_autopay,kotak_mahindra,89.0,4,5,9,1,1,razorpay,1,1.4278,bank_server_down,1
b033f441-f2b6-4f33-947f-e500e9de151f,2026-09-04T04:47:00.304645,IN,credit,mastercard,hdfc_bank,1499.0,22,3,10,0,1,razorpay,2,2.5374,issuer_unavailable,1
5e04c5c6-c835-4e1c-ac46-cfa464eb0c87,2026-09-11T12:55:22.340381,IN,debit,rupay,sbi,149.0,10,4,4,1,0,payu,2,1.515,bank_server_down,0
939b0fa6-d5fe-431b-9372-8494aed7973b,2026-08-21T22:16:25.804188,IN,debit,rupay,sbi,1499.0,13,5,23,0,0,razorpay,1,0.7965,processing_error,0
4073ebf4-165a-425d-8d6f-4df82a0d2408,2026-09-03T19:47:50.324657,IN,upi,upi_autopay,sbi,1499.0,20,4,9,0,1,cashfree,2,2.8016,insufficient_funds,0
d949f9b6-f244-4e84-9c25-a9556a0a21f3,2026-09-05T07:35:56.765820,IN,upi,upi_autopay,hdfc_bank,690.0,10,2,6,1,0,payu,1,0.5954,processing_error,0
31caa543-f7f0-4d3d-bfd6-ee6bd75720f4,2026-09-04T22:58:19.604875,IN,upi,upi_autopay,kotak_mahindra,1499.0,21,2,14,0,0,cashfree,1,0.5979,insufficient_funds,0
0f687fb0-3c70-419e-99d5-931cdef729e6,2026-09-02T19:16:51.549582,IN,credit,rupay,hdfc_bank,999.0,22,1,16,0,0,razorpay,2,1.8097,upi_mandate_revoked,0
f7af0483-436b-47cd-a9d3-48d2e15e7eda,2026-09-11T17:09:55.016858,IN,upi,upi_autopay,phonepe,89.0,29,6,23,1,0,cashfree,2,2.0027,card_velocity_exceeded,0
5a450e7c-13f0-4f65-892c-66b309c878ec,2026-08-28T15:58:00.048633,IN,credit,rupay,axis_bank,149.0,3,2,16,1,0,payu,2,1.2278,insufficient_funds,0
e2dad074-5cf4-4935-8b11-b028cb7c52b6,2026-08-28T05:46:26.504131,IN,upi,upi_autopay,sbi,149.0,3,6,7,1,0,razorpay,1,1.3842,lost_card,0
34499486-481a-42bf-8685-4f6736567838,2026-09-11T02:39:47.570998,IN,credit,rupay,sbi,1499.0,8,6,6,1,0,billdesk,2,3.2771,bank_server_down,0
63303620-2cb7-40c5-bac4-1b48e0c41482,2026-09-05T02:31:06.164192,IN,upi,upi_autopay,gpay,690.0,16,4,2,0,0,billdesk,1,0.0413,account_closed,0
418ab822-de66-47c0-b4ee-1f42b55c6020,2026-09-10T13:20:38.936067,IN,upi,upi_autopay,gpay,999.0,29,5,18,1,0,cashfree,2,2.4196,do_not_honor,0
24bd477e-72c2-46b5-9ee0-257556f0ab8f,2026-08-27T11:59:26.153493,IN,upi,upi_autopay,sbi,89.0,23,3,15,0,0,cashfree,4,10.3195,do_not_honor,0
838ebda3-fa06-4613-9a46-8e70e04de8b9,2026-09-16T13:09:29.436630,IN,upi,upi_autopay,phonepe,1499.0,5,5,22,1,0,razorpay,2,2.0941,bank_server_down,0
4783fa57-2ed3-48c2-9738-e372500ba732,2026-09-11T16:50:57.386421,IN,upi,upi_autopay,icici_bank,999.0,25,0,13,0,1,cashfree,1,0.5414,issuer_unavailable,1
c9363d69-6667-4326-94b4-0c867f39e026,2026-09-16T13:19:48.470813,IN,debit,mastercard,icici_bank,690.0,23,4,14,0,0,payu,1,0.7467,bank_server_down,1
62fbaacf-7427-42de-92a0-8734aece9773,2026-09-14T18:34:53.143541,IN,debit,mastercard,hdfc_bank,999.0,28,0,14,1,0,payu,1,0.0343,insufficient_funds,0
8925907a-fe52-434a-966e-3633ba29746c,2026-09-09T01:28:22.874978,IN,upi,upi_autopay,phonepe,999.0,17,4,19,0,0,cashfree,1,0.2284,network_error,0
7cc5b261-e82a-4047-8611-9159cb79c2be,2026-08-22T14:54:17.330620,IN,debit,rupay,sbi,149.0,15,4,23,0,0,payu,1,0.4271,do_not_honor,0
94461063-e4aa-438c-a0f6-2789711d680d,2026-08-21T10:52:59.685946,IN,upi,upi_autopay,hdfc_bank,89.0,30,4,14,1,0,billdesk,1,1.439,fraudulent,0
cf2cfd18-1c8d-4411-81e2-0ab57df03fd0,2026-08-14T08:11:02.093013,IN,upi,upi_autopay,cred,49999.0,15,2,7,0,0,cashfree,4,10.2718,rbi_afa_limit_exceeded,0
d9740c3d-0e13-43ac-b6a9-9ea8b509bec0,2026-08-30T23:16:22.892434,IN,upi,upi_autopay,cred,149.0,25,4,15,0,0,cashfree,1,0.0365,insufficient_funds,1
d3246d5b-3db1-42f5-81fd-9e74bc68adba,2026-09-11T17:44:26.834969,IN,upi,upi_autopay,sbi,999.0,3,5,9,1,1,razorpay,1,0.0347,insufficient_funds,1
3199329d-1864-423c-81ea-4ea3c861ac4b,2026-09-13T19:35:25.678631,IN,upi,upi_autopay,gpay,149.0,11,2,17,0,0,cashfree,2,2.5751,lost_card,0
cc612dd3-073a-4b00-af9a-44840ec94205,2026-08-24T20:49:54.891790,IN,upi,upi_autopay,cred,149.0,5,1,12,1,1,cashfree,3,4.1222,bank_server_down,0
